"","loc_name","grant","grant_period","grant_status","file_name","disease","data_source","primary_recipient","secondary_recipient","file_currency","geography_detail","mod_framework_format","file_iteration","function_financial","sheet_financial","start_date_financial","period_financial","qtr_number_financial","language_financial","pudr_semester_financial","function_programmatic","sheet_impact_outcome_1a","language_1a","sheet_impact_outcome_1a_disagg","language_1a_disagg","sheet_coverage_1b","language_1b","sheet_coverage_1b_disagg","language_1b_disagg","start_date_programmatic","end_date_programmatic","pudr_semester_programmatic","update_date","ihme_received_date","received_from","dates_verified","version_type","notes"
"73","cod","COD-M-MOH","2015-2017","active","COD-M-MOH_Progress Report_30Jun2017_LFA_30.10.2017.xlsx","malaria","pudr","MoH","NA","USD","NATIONAL","TRUE","final","pudr","PR Expenditure_7A","42736","180","1","fr","3-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","42736","42916","3-A",2017-10-30,NA,NA,NA,NA,NA
"74","cod","COD-C-CORDAID","2018-2020","active","COD-C-CORDAID_Progress Report_S1 2019_31082019_BrK.XLSX","hiv/tb","pudr","CORDAID","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43466","180","1","eng","2-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43466","43646","2-A",2019-08-31,2019-11-05,"Sylvie",NA,NA,NA
"75","cod","COD-M-PSI","2015-2017","not_active","COD-M-PSI_Progress Report_30Jun2017_v6RA njr RA2209 (2)_30.11.2017.xlsx","malaria","pudr","Population Services International","na","USD","NATIONAL","TRUE","final","pudr","PR Expenditure_7A","42736","180","1","fr","3-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","42736","42916","3-A",2017-11-30,NA,NA,NA,NA,NA
"76","cod","COD-M-PSI","2015-2017","not_active","COD-M-PSI_SB2.xlsx","malaria","budget","Population Services International","na","USD","NATIONAL","TRUE","final","detailed","1.Detailed Budget","42005","90","12","eng",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2015-01-01,NA,NA,NA,NA,"*It's unclear when this file was updated, but because it's the final approved budget I dated it to 1/1/2015 so it would be first in the revisions database. EL 7/31/2019"
"77","cod","COD-M-PSI","2015-2017","not_active","COD-M-PSI_SB2_old.xlsx","malaria","budget","Population Services International","na","USD","NATIONAL","TRUE","initial","detailed","1.Detailed Budget","42005","90","12","eng",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"78","cod","COD-M-SANRU","2018-2020","active","COD-M-SANRU - PU 30 june 2018 - Révision Oct2018 (final).xlsx","malaria","pudr","SANRU","na","USD","NATIONAL","TRUE","final","unknown",NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2018-10-01,NA,NA,NA,NA,"*This file is exactly the same as the file with ""_IHME"" appended to the name, but this is in an older excel filie format."
"79","cod","COD-C-CORDAID","2018-2020","active","Copy of LFA_COD-C-CORDAID_Progress Report Disbursement_31Dec2018_v18 18032019.BrK.080419.xlsx","hiv/tb","pudr","CORDAID","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43101","365","1","eng","1-AB","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43282","43465","1-B",2019-04-08,2019-11-05,"Sylvie","EL 11/6/2019",NA,NA
"80","cod","COD-C-CORDAID","2018-2020","active","LFA_Review_COD-C-CORDAID_PU 30 June 2018_Sent_27092018_OK.xlsx","hiv/tb","pudr","CORDAID","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43101","180","1","eng","1-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43101","43281","1-A",2018-09-27,NA,NA,NA,NA,NA
"81","cod","COD-M-SANRU","2015-2017","active","COD-M-SANRU_Progress Report Disbursement_31Dec2017 18042018.xlsx","malaria","pudr","SANRU","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42736","365","1","eng","3-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42917","43100","3-B",2018-04-18,NA,NA,NA,NA,NA
"82","cod","COD-H-MOH","2018-2020","active","LFA Review_COD-H-MOH_Progress  Report_30Jun2018_07092018 ok_Sent 01102018.OK.xlsx","hiv","pudr","MoH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43101","180","1","fr","1-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43101","43281","1-A",NA,NA,NA,"EL 9/11/2019",NA,NA
"83","cod","COD-M-SANRU","2015-2017","active","COD-M-SANRU_Progress Report_30Jun2017_v4 (8) 30102017final.xlsx","malaria","pudr","SANRU","na","USD","NATIONAL","TRUE","final","pudr","PR Expenditure_7A","42736","180","1","fr","3-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","42736","42916","3-A",2017-10-30,NA,NA,NA,NA,NA
"84","cod","COD-M-SANRU","2018-2020","active","COD-M-SANRU_Progress Report_30Jun2018_v4_15092018.xlsx","malaria","pudr","SANRU","na","USD","NATIONAL","TRUE","initial","pudr","LFA Expenditure_7B","43101","180","1","eng","1-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","43101","43281","1-A",2018-09-15,NA,NA,NA,NA,NA
"85","cod","COD-M-SANRU","2015-2017","active","COD-M-SANRU_SB2.xlsx","malaria","budget","SANRU","MoH","USD","NATIONAL","FALSE","final","summary","Y compris EnquêteMortalité 822k","42005","90","12","fr",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"86","cod","COD-T-CARITAS","2015-2017","not_active","NFMBudget_COD-T-CARITAS.xlsx","tb","budget","Caritas Congo","na","USD","NATIONAL","FALSE","final","detailed","DetailedBudget","42005","90","12","fr",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"87","cod","COD-T-CARITAS","2015-2017","not_active","NFMBudget_COD-T-CARITAS_2.xlsx","tb","budget","Caritas Congo","na","USD","NATIONAL","FALSE","initial","detailed","DetailedBudget","42005","90","12","fr",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"88","cod","COD-T-MOH","2015-2017","active","NFMBudget_COD-T-MOH_Finance.xlsx","tb","budget","MoH","MoH","USD","NATIONAL","FALSE","final","detailed","DetailedBudget","42005","90","12","fr",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"89","cod","COD-T-MOH","2015-2017","active","COD-T-MoH_COD-T-CARITAS_Performance_Framework_NFM.xlsx","tb","performance_framework","MoH","na","NA","NATIONAL","FALSE","final","NA",NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"*This file is entered in the master fle list twice, because it represents progress for both COD-T-MOH and COD-T-CARITAS during this period. EL 7/23/2019"
"90","cod","COD-T-MOH","2015-2017","active","COD-T-MOH_PU_31.12.17_LFA_FINAL.xlsx","tb","pudr","MoH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42736","365","1","eng","2-B:3-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42917","43100","3-A",2017-12-31,NA,NA,NA,NA,NA
"91","gtm","GTM-M-MSPAS","2014-2018","active","Core_PUDR_Form_es_22mar2016 (ESPAÑOL)_LFA REVIEW_GUA-M-MSPAS P10 SIGNED.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"master","1A_Inds. de reperc. y results.","esp","NA","esp","1B_Indicadores de cobertura","esp","NA","esp","42186","42369","2-A",2016-03-22,NA,NA,NA,NA,NA
"92","gtm","GTM-M-MSPAS","2011-2014","active","GUA MAL PUDR P8_ALF 19042015.xlsx","malaria","pudr","MSPAS","na","USD","NA","FALSE","final","unknown",NA,"41821",NA,"1","esp",NA,"unknown",NA,"esp",NA,"esp",NA,"esp",NA,"esp","41821","42004","NA",2015-04-19,NA,NA,NA,NA,NA
"93","gtm","GUA-311-G05-H","2010-2014","not_active","GUA_HIVOS PU P24 LFA December 17_2013-English.xls","hiv","pudr","multiple","na","USD","SUBNATIONAL","FALSE","final","pudr","LFA_Annex-SR Financials","41365","180","1","eng","3-B","unknown",NA,"eng",NA,"eng",NA,"eng",NA,"eng",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"94","gtm","GTM-M-MSPAS","2011-2014","active","GUA-M-MSPAS LFA Special Rev PUDR P2 31 12 2011 May 18 2012.xlsx","malaria","pudr","MSPAS","NA","USD","NA","FALSE","final","unknown",NA,"40634","270",NA,NA,NA,"unknown",NA,"esp",NA,"esp",NA,"esp",NA,"esp","40909","41090","NA",NA,NA,NA,NA,NA,NA
"95","uga","UGA-M-MoFPED","2015-2017","active","Copy of LFA reviewed UGA-M-MOFPED Jan-Jun 2017 PU (5 Dec).xlsx","malaria","pudr","MoPFED","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42552","365","1","eng","2-B:3-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42736","42916","3-A",NA,NA,NA,"EL 9/11/2019",NA,NA
"96","gtm","GTM-M-MSPAS","2011-2014","active","LFA Review_GUA M MSPAS PUDR P4_15 May 13.xls","malaria","pudr","MSPAS","na","USD","NATIONAL","FALSE","final","unknown",NA,"40909",NA,"1","esp",NA,"unknown",NA,"esp",NA,"esp",NA,"esp",NA,"esp","41091","41274","NA",2013-05-15,NA,NA,NA,NA,NA
"97","gtm","GTM-M-MSPAS","2011-2014","active","PUDR_P6_GUA-M-MSPAS_Revisado ALF_8Abril2014_FINAL.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","final","unknown",NA,"41456",NA,"1","esp",NA,"unknown",NA,"esp",NA,"esp",NA,"esp",NA,"esp","41456","41639","NA",2014-04-08,NA,NA,NA,NA,NA
"98","cod","COD-M-MOH","2015-2017","active","Core_PUDR_NFM 150416 EPDD1-JOT 3 060616 V2.xlsm","malaria","pudr","MoH","NA","USD","NATIONAL","TRUE","final","pudr","LFA AFR_7B","42005","365","1","fr","1-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42005","42369","1-AB",2016-06-06,NA,NA,NA,NA,"*It's not clear what the financial reporting period is, so said it was the same as the programmatic reporting period. EL 7/22/2019"
"99","gtm","GUA-311-G05-H","2010-2014","not_active","GUA_HIVOS_PUDR_S4_Jul_Dec12_LFA review.xls","hiv","pudr","multiple","na","USD","SUBNATIONAL","FALSE","final","pudr","LFA_Annex-SR Financials","41091","180","1","eng","2-B","unknown",NA,"eng",NA,"eng",NA,"eng",NA,"eng",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"100","cod","COD-M-SANRU","2015-2017","active","Core_SANRU_PU_P3141116.xlsm","malaria","pudr","SANRU","na","USD","NATIONAL","TRUE","final","pudr","RFA ALF_7B","42370","180","1","eng","2-A","master","Indicateurs Impact Effet_1A","fr","Ventilation_1A","fr","Indicateurs Couverture_1B","fr","Ventilation_1B","fr","42370","42551","2-A",NA,NA,NA,NA,NA,"*It's not clear what the financial reporting period is, so I just matched the programmatic reporting period. EL 7/22/2019"
"101","gtm","GUA-311-G05-H","2014-2017","not_active","EFR_P30 vrs 160117 acumulado CORREGIDO.xlsx","hiv","pudr","MoH","na","USD","NATIONAL","FALSE","initial","pudr","PR EFR_7A","42005","365","1","eng","2-AB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,"EL 9/11/2015",NA,NA
"102","gtm","GUA-311-G05-H","2010-2014","not_active","GUA-311-G05-H HIVOS PUDR P3 LFArev 06 09 12.xls","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"103","gtm","GTM-T-MSPAS","2016-2019","active","Final Docs1c_GTM-T-MSPAS PF_FINAL_01062016.xlsx","tb","performance_framework","MoH","na","NA","NATIONAL","FALSE","final","NA","NA","NA","NA","NA","NA","NA","unknown",NA,"eng",NA,"eng",NA,"eng",NA,"eng","42552","42735","NA",NA,NA,NA,NA,NA,NA
"104","uga","UGA-C-TASO","2015-2017","active","LFA reviewed UGA-C-TASO_PUDR_PE Dec215_LFA_14June16.xlsm","hiv/tb","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","LFA AFR_7B","42186","180","1","eng","1-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42186","42369","1-A",2016-06-14,2019-07-16,"CT (Patrick)","EL 10/8/2019",NA,"*The financial reporting period is not clear in this file. Based on familiarity with these files, I'm assuming this is the full-year PUDR because it was submitted in December. EL 7/16/2019"
"105","uga","UGA-H-MoFPED","2015-2017","active","LFA reviewed UGA-H-MOFPED PUDR PE 30 June 2017 (6 Dec).xlsx","hiv","pudr","MoPFED","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42552","365","1","eng","2-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42736","42916","2-B",NA,NA,NA,"EL 9/11/2019",NA,NA
"106","cod","COD-H-MOH","2018-2020","active","LFA_COD-H-MOH_Progress Report_30Jun2019_20190918-BrK.XLSX","hiv","pudr","MOH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43466","180","1","eng","2-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43466","43646","2-A",2019-09-18,2019-11-05,"Sylvie",NA,NA,NA
"107","uga","UGA-M-TASO","2015-2017","active","LFA Reviewed UGA-M-TASO PUDR for PE 31 December 2016.xlsx","malaria","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42370","365","1","eng","2-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42552","42735","2-B",2016-12-31,2019-07-16,"CT (Patrick)",NA,NA,NA
"108","cod","COD-M-MOH","2015-2017","active","Final LFA_COD-M-MOH_PUDR_S2_201631032017.xlsx","malaria","pudr","MoH","MoH","USD","NATIONAL","FALSE","final","pudr","RFA ALF_7B","42370","365","1","fr","2-AB","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","42552","42735","2-B",NA,NA,NA,"EL 9/11/2019",NA,NA
"109","cod","COD-M-PSI","2015-2017","not_active","FINAL.PSI ASF Consolidated Budget NFM DRC M_Finance_ 16_12_14.xlsx","malaria","budget","Population Services International","na","USD","NATIONAL","TRUE","initial","detailed","1.Detailed Budget","42005","90","12","eng",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"110","gtm","GTM-T-MSPAS","2016-2019","active","GASTOS SUBVENCION DE TUBERCULOSIS JULIO A DICIEMBRE 2016_RevALF.xlsx","tb","pudr","MoH","na","USD","NATIONAL","FALSE","final","pudr","INTEGRACION","42552","180","1","esp","1-A","NA","NA","esp","NA","esp","NA","esp","NA","esp","NA","NA","NA",NA,NA,NA,NA,NA,NA
"111","gtm","NA","NA","NA","Grant_Rating_Tool_final_RBFM PUDR P 30 MSPAS VIH.xls","hiv","document","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"*This file is unable to be opened because it's corrupted. EL 8/9/2019."
"112","gtm","GTM-T-MSPAS","2019-2022","active","GTM_T_Full_Budget_9Sept2018.xlsx","tb","budget","MoH","na","USD","NATIONAL","TRUE","final","detailed","Detailed Budget","43647","90","9","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2018-09-09,NA,NA,NA,NA,NA
"113","gtm","GTM-H-HIVOS","2018-2018","not_active","GTM-H-HIVOS_DB_RevALF301117.xlsx","hiv","budget","HIVOS","na","USD","NATIONAL","TRUE","final","detailed","Detailed Budget","43101","90","4","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"114","gtm","GUA-311-G05-H","2010-2014","not_active","GUA-311-G05-H PUDR P20 LFArev.xls","hiv","pudr","multiple","na","USD","SUBNATIONAL","FALSE","final","unknown","LFA_Annex-SR Financials","40725","180","1","eng",NA,"unknown",NA,"eng",NA,"eng",NA,"eng",NA,"eng",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"115","gtm","GTM-H-HIVOS","2018-2018","not_active","GTM-H-HIVOS_Progress Report_31Dec2018_v1.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","TRUE","initial","pudr","LFA Expenditure_7B","43101","365","1","eng","1-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","43282","43465","1-B",NA,NA,NA,"EL 9/12/2019",NA,NA
"116","gtm","GTM-M-MSPAS","2018-2018","active","GTM-M-MSPAS_DB_Ext_14.06.18 ultima version.xlsx","malaria","budget","MSPAS","na","USD","NATIONAL","TRUE","final","detailed","Detailed Budget","43101","90","16","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"117","gtm","GTM-M-MSPAS","2014-2018","active","Copia de Core_PUDR_Form_Malaria_p11 Revision ALF Final.xlsm","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","initial","pudr","LFA AFR_7B","42370","365","1","esp","2-B:3-A","master","Inds. de reperc. y results_1A","esp","Desglose_1A","esp","Indicadores de cobertura_1B","esp","Desglose_1B","esp","42552","42735","3-A",2017-03-03,NA,NA,NA,NA,"*This document is actually not an iteration, it's just a copy of the final PUDR. EL 8/7/2019"
"118","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS PF_FINAL_6 Junio 2016.xlsx","tb","performance_framework","MoH","na","USD","NATIONAL","TRUE","final","NA","NA","NA","NA","NA","NA","NA","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"119","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_Progress Report Disbursement_30Jun2017_EFREnglish_270917.xlsx","tb","pudr","MoH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42552","365","1","eng","1-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42736","42916","1-B",2017-09-27,NA,NA,NA,NA,NA
"120","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_Progress Report Disbursement_30Jun2017_v1.xlsx","tb","pudr","MoH","na","USD","NATIONAL","TRUE","initial","pudr","LFA Expenditure_7B","42552","365","1","eng","1-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42736","42916","1-B",2017-06-30,NA,NA,NA,NA,NA
"121","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_Progress Report Disbursement_30Jun2018_v4_Condiciones_26092018.xlsx","tb","pudr","MoH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42917","365","1","eng","2-AB","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","43101","43281","2-B",2018-09-26,2019-08-08,NA,NA,NA,NA
"122","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_Progress Report jul _31Dec2018_v2  rev LFA.xlsx","tb","pudr","MoH","na","USD","NATIONAL","TRUE","initial","pudr","LFA Expenditure_7B","43282","180","1","eng","3-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","43282","43465","3-A",NA,NA,NA,NA,NA,NA
"123","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_Progress Report_31Dec2017 LFA REVIEW.XLSX","tb","pudr","MoH","na","USD","NATIONAL","FALSE","final","pudr","PR Expenditure_7A","42917","180","1","esp","2-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42917","43100","2-A",NA,NA,NA,NA,NA,NA
"124","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_Progress Report_31Dec2017_v6.xlsx","tb","pudr","MoH","na","USD","NATIONAL","TRUE","initial","pudr","LFA Expenditure_7B","42917","180","1","eng","2-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42917","43100","2-A",2017-06-30,NA,NA,NA,NA,NA
"125","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_Progress Report_LFA18Mar19.xlsx","tb","pudr","MoH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43282","180","1","eng","3-A","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","43282","43465","3-A",NA,NA,NA,NA,NA,NA
"126","gtm","GTM-T-MSPAS","2016-2019","active","GTM-T-MSPAS_PU_P1_Jul_Dec_2016_RevALF.XLSX","tb","pudr","MoH","na","USD","NATIONAL","FALSE","initial","pudr","LFA AFR_7B","42552","180","1","esp","1-A","master","Inds. de reperc. y results_1A","esp","Desglose_1A","esp","Indicadores de cobertura_1B","esp","Desglose_1B","esp","42552","42735","1-A",NA,NA,NA,NA,NA,NA
"127","gtm","GUA-311-G05-H","2010-2014","not_active","GUA-311-G05-H_PUDR  P19 ALFrev 110906.xls","hiv","pudr","multiple","na","USD","SUBNATIONAL","FALSE","final","unknown","LFA_Annex-SR Financials","40452","270","1","eng",NA,"unknown",NA,"eng",NA,"eng",NA,"eng",NA,"eng",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"128","gtm","GTM-M-MSPAS","2014-2018","active","Copia de GUA-M-MSPAS_Progress Report_30Jun2017 LFA REVIEW.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","initial","NA","NA","NA","NA","NA","NA","NA","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","42736","42916","3-B",2017-06-30,NA,NA,NA,NA,"*This document is actually not an iteration, it's just a copy of the final PUDR. EL 8/7/2019"
"129","gtm","GTM-M-MSPAS","2014-2018","active","Core_PUDR_MALARIA_P12_03-03-17_Revisado ALF.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","final","pudr","LFA AFR_7B","42370","365","1","esp","2-B:3-A","master","Inds. de reperc. y results_1A","esp","Desglose_1A","esp","Indicadores de cobertura_1B","esp","Desglose_1B","esp","42552","42735","3-A",2017-03-03,NA,NA,NA,NA,NA
"130","gtm","GTM-M-MSPAS","2014-2018","active","GUA-M-MSPAS_Progress Report_30Jun2017 LFA REVIEW.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","final","NA","NA","NA","NA","NA","NA","NA","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","42736","42916","3-B",2017-06-30,NA,NA,NA,NA,NA
"131","gtm","GTM-T-MSPAS","2016-2019","active","GUA TB Sol desembolso ALF.xlsx","tb","pudr","MSPAS","na","USD","NATIONAL","TRUE","final","unknown",NA,"42552","180","1","esp",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"132","gtm","NA","NA","NA","GUA VIH Revgtos enero-sept16_ALF.xlsx","hiv","pudr","NA","na","USD","NATIONAL","TRUE","final","unknown",NA,"42370","270","1","esp",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"133","gtm","GTM-H-HIVOS","2018-2018","not_active","GTM-H-HIVOS_Progress Report_31Dec2018_RV_SO_YAV_120219_LFA REVIEW Reviewed FS.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43101","365","1","eng","1-AB","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","43282","43465","1-A",NA,NA,NA,"EL 9/11/2019",NA,NA
"134","gtm","GUA-311-G05-H","2014-2017","not_active","Core_PUDR_P30_HivosGT_231116_ LFA Signed.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","TRUE","final","pudr","LFA AFR_7B","42370","270","1","eng","3-A","master","Inds. de reperc. y results_1A","esp","Desglose_1A","esp","Indicadores de cobertura_1B","esp","Desglose_1B","esp","42370","42643","3-AB",2016-11-23,NA,NA,NA,NA,"*There are two documents for this grant that have the same programmatic reporting period, but different financial reporting periods. EL 8/9/2019"
"135","gtm","GUA-311-G05-H","2014-2017","not_active","EFR_P30 vrs 241116_LFA English Version.xlsm","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","final","pudr","LFA EFR_7B English Version","42005","365","1","eng","2-AB","master","Impact Outcome Indicators_1A","esp","NA","esp","Coverage Indicators_1B","esp","NA","esp","42370","42643","3-AB",2016-11-24,NA,NA,NA,NA,"*There are two documents for this grant that have the same programmatic reporting period, but different financial reporting periods. EL 8/9/2019"
"136","gtm","GUA-311-G05-H","2014-2017","not_active","PUDR_P32_HivosGT_030518.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","final","pudr","LFA Expenditure_7B","42644","540","1","esp","3-B:4-AB","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","42917","43100","4-B",NA,NA,NA,"EL 9/11/2019",NA,NA
"137","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H IL6_Cumulative_RCC2_SBb 2.xlsx","hiv","budget","HIVOS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"138","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H IL6_Cumulative_RCC2_SBb.xlsx","hiv","budget","HIVOS","na","USD","NATIONAL","FALSE","initial","summary","Summary Budget","41730","90","10","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
