"","cost_category","loc_id","budget","disbursement","source","start_date","period","expenditure","disease","data_source","code","coeff","end_date"
"486","Prevention: BCC - community outreach","gtm",356903,0,"gf",2011-04-01,90,0,"hiv","fpm_budget","H2_1",1,2011-06-29
"487","Prevention: BCC - community outreach","gtm",382997,0,"gf",2011-07-01,90,0,"hiv","fpm_budget","M1_1",1,2011-09-28
"488","Prevention: BCC - community outreach","gtm",382997,0,"gf",2011-07-01,90,0,"hiv","fpm_budget","H2_1",1,2011-09-28
"489","Prevention: BCC - community outreach","gtm",401979,0,"gf",2011-10-01,90,0,"hiv","fpm_budget","M1_1",1,2011-12-29
"490","Prevention: BCC - community outreach","gtm",401979,0,"gf",2011-10-01,90,0,"hiv","fpm_budget","H2_1",1,2011-12-29
"491","Prevention: BCC - community outreach","gtm",385657,0,"gf",2012-01-01,90,0,"hiv","fpm_budget","M1_1",1,2012-03-30
"492","Prevention: BCC - community outreach","gtm",385657,0,"gf",2012-01-01,90,0,"hiv","fpm_budget","H2_1",1,2012-03-30
"493","Prevention: BCC - community outreach","gtm",411983,0,"gf",2012-04-01,90,0,"hiv","fpm_budget","M1_1",1,2012-06-29
"494","Prevention: BCC - community outreach","gtm",411983,0,"gf",2012-04-01,90,0,"hiv","fpm_budget","H2_1",1,2012-06-29
"495","Prevention: BCC - community outreach","gtm",444203,0,"gf",2012-07-01,90,0,"hiv","fpm_budget","M1_1",1,2012-09-28
"496","Prevention: BCC - community outreach","gtm",444203,0,"gf",2012-07-01,90,0,"hiv","fpm_budget","H2_1",1,2012-09-28
"497","Prevention: BCC - community outreach","gtm",496521,0,"gf",2012-10-01,90,0,"hiv","fpm_budget","M1_1",1,2012-12-29
"498","Prevention: BCC - community outreach","gtm",496521,0,"gf",2012-10-01,90,0,"hiv","fpm_budget","H2_1",1,2012-12-29
"499","Prevention: BCC - community outreach","gtm",475198,0,"gf",2013-01-01,90,0,"hiv","fpm_budget","M1_1",1,2013-03-31
"500","Prevention: BCC - community outreach","gtm",475198,0,"gf",2013-01-01,90,0,"hiv","fpm_budget","H2_1",1,2013-03-31
"501","Prevention: BCC - community outreach","gtm",456208,0,"gf",2013-04-01,90,0,"hiv","fpm_budget","M1_1",1,2013-06-29
"502","Prevention: BCC - community outreach","gtm",456208,0,"gf",2013-04-01,90,0,"hiv","fpm_budget","H2_1",1,2013-06-29
"503","Prevention: BCC - community outreach","gtm",438090,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","M1_1",1,2013-09-28
"504","Prevention: BCC - community outreach","gtm",438090,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","H2_1",1,2013-09-28
"505","Prevention: BCC - community outreach","gtm",382328,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M1_1",1,2013-12-29
"506","Prevention: BCC - community outreach","gtm",382328,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H2_1",1,2013-12-29
"507","Prevention: BCC - community outreach","gtm",375357,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M1_1",1,2014-03-31
"508","Prevention: BCC - community outreach","gtm",375357,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H2_1",1,2014-03-31
"509","Prevention: BCC - community outreach","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M1_1",1,2011-06-29
"510","Prevention: BCC - community outreach","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","H2_1",1,2011-06-29
"511","Prevention: BCC - community outreach","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M1_1",1,2011-09-28
"512","Prevention: BCC - community outreach","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","H2_1",1,2011-09-28
"513","Prevention: BCC - community outreach","gtm",0,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M1_1",1,2011-12-29
"514","Prevention: BCC - community outreach","gtm",0,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","H2_1",1,2011-12-29
"515","Prevention: BCC - community outreach","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M1_1",1,2012-03-30
"516","Prevention: BCC - community outreach","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","H2_1",1,2012-03-30
"517","Prevention: BCC - community outreach","gtm",0,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M1_1",1,2012-06-29
"518","Prevention: BCC - community outreach","gtm",0,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","H2_1",1,2012-06-29
"519","Prevention: BCC - community outreach","gtm",11483.2,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M1_1",1,2012-09-28
"520","Prevention: BCC - community outreach","gtm",11483.2,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","H2_1",1,2012-09-28
"521","Prevention: BCC - community outreach","gtm",11680.9,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M1_1",1,2012-12-29
"522","Prevention: BCC - community outreach","gtm",11680.9,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","H2_1",1,2012-12-29
"523","Prevention: BCC - community outreach","gtm",13305,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M1_1",1,2013-03-31
"524","Prevention: BCC - community outreach","gtm",13305,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","H2_1",1,2013-03-31
"525","Prevention: BCC - community outreach","gtm",804054,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M1_1",1,2013-06-29
"526","Prevention: BCC - community outreach","gtm",804054,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","H2_1",1,2013-06-29
"527","Prevention: BCC - community outreach","gtm",43148.1,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M1_1",1,2013-09-28
"528","Prevention: BCC - community outreach","gtm",43148.1,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","H2_1",1,2013-09-28
"529","Prevention: BCC - community outreach","gtm",17058.8,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M1_1",1,2013-12-29
"530","Prevention: BCC - community outreach","gtm",17058.8,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","H2_1",1,2013-12-29
"531","Prevention: BCC - community outreach","gtm",3605.63,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M1_1",1,2014-03-31
"532","Prevention: BCC - community outreach","gtm",3605.63,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","H2_1",1,2014-03-31
"533","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M2_3",1,2011-06-29
"534","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M2_3",1,2011-06-29
"535","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M2_3",1,2011-06-29
"536","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M2_3",1,2011-09-28
"537","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M2_3",1,2011-09-28
"538","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M2_3",1,2011-09-28
"539","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M2_3",1,2011-12-29
"540","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M2_3",1,2011-12-29
"541","Prevention: BCC - Mass media","gtm",0,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M2_3",1,2011-12-29
"542","Prevention: BCC - Mass media","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M2_3",1,2012-03-30
"543","Prevention: BCC - Mass media","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M2_3",1,2012-03-30
"544","Prevention: BCC - Mass media","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M2_3",1,2012-03-30
"545","Prevention: BCC - Mass media","gtm",0,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M2_3",1,2012-06-29
"546","Prevention: BCC - Mass media","gtm",0,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M2_3",1,2012-06-29
"547","Prevention: BCC - Mass media","gtm",0,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M2_3",1,2012-06-29
"548","Prevention: BCC - Mass media","gtm",19823,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M2_3",1,2012-09-28
"549","Prevention: BCC - Mass media","gtm",19823,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M2_3",1,2012-09-28
"550","Prevention: BCC - Mass media","gtm",19823,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M2_3",1,2012-09-28
"551","Prevention: BCC - Mass media","gtm",19692.9,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M2_3",1,2012-12-29
"552","Prevention: BCC - Mass media","gtm",19692.9,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M2_3",1,2012-12-29
"553","Prevention: BCC - Mass media","gtm",19692.9,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M2_3",1,2012-12-29
"554","Prevention: BCC - Mass media","gtm",135234,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M2_3",1,2013-03-31
"555","Prevention: BCC - Mass media","gtm",135234,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M2_3",1,2013-03-31
"556","Prevention: BCC - Mass media","gtm",135234,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M2_3",1,2013-03-31
"557","Prevention: BCC - Mass media","gtm",76622.8,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M2_3",1,2013-06-29
"558","Prevention: BCC - Mass media","gtm",76622.8,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M2_3",1,2013-06-29
"559","Prevention: BCC - Mass media","gtm",76622.8,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M2_3",1,2013-06-29
"560","Prevention: BCC - Mass media","gtm",62914.8,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M2_3",1,2013-09-28
"561","Prevention: BCC - Mass media","gtm",62914.8,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M2_3",1,2013-09-28
"562","Prevention: BCC - Mass media","gtm",62914.8,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M2_3",1,2013-09-28
"563","Prevention: BCC - Mass media","gtm",49065.5,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M2_3",1,2013-12-29
"564","Prevention: BCC - Mass media","gtm",49065.5,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M2_3",1,2013-12-29
"565","Prevention: BCC - Mass media","gtm",49065.5,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M2_3",1,2013-12-29
"566","Prevention: BCC - Mass media","gtm",45389.9,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M2_3",1,2014-03-31
"567","Prevention: BCC - Mass media","gtm",45389.9,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M2_3",1,2014-03-31
"568","Prevention: BCC - Mass media","gtm",45389.9,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M2_3",1,2014-03-31
"569","Prevention: Condom distribution","gtm",65287.6666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H2_1",1,2014-06-29
"570","Prevention: Condom distribution","gtm",65287.6666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H2_1",1,2014-09-28
"571","Prevention: Condom distribution","gtm",65287.6666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H2_1",1,2014-12-29
"572","Prevention: Condom distribution","gtm",89898.25,0,"gf",2015-01-01,90,0,"hiv","fpm_budget","H2_1",1,2015-03-31
"573","Prevention: Condom distribution","gtm",89898.25,0,"gf",2015-04-01,90,0,"hiv","fpm_budget","H2_1",1,2015-06-29
"574","Prevention: Condom distribution","gtm",89898.25,0,"gf",2015-07-01,90,0,"hiv","fpm_budget","H2_1",1,2015-09-28
"575","Prevention: Condom distribution","gtm",89898.25,0,"gf",2015-10-01,90,0,"hiv","fpm_budget","H2_1",1,2015-12-29
"576","Prevention: Condom distribution","gtm",0,0,"gf",2016-01-01,90,0,"hiv","fpm_budget","H2_1",1,2016-03-30
"577","Prevention: Condom distribution","gtm",0,0,"gf",2016-04-01,90,0,"hiv","fpm_budget","H2_1",1,2016-06-29
"578","Prevention: Condom distribution","gtm",0,0,"gf",2016-07-01,90,0,"hiv","fpm_budget","H2_1",1,2016-09-28
"579","Prevention: Condom distribution","gtm",NA,0,"gf",2016-10-01,90,0,"hiv","fpm_budget","H2_1",1,2016-12-29
"580","Prevention: Condom distribution","gtm",0,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H2_1",1,2013-12-29
"581","Prevention: Condom distribution","gtm",0,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H2_1",1,2014-03-31
"582","Prevention: Condom distribution","gtm",0,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H2_1",1,2014-06-29
"583","Prevention: Condom distribution","gtm",4691.06943783563,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H2_1",1,2014-09-28
"584","Prevention: Condom distribution","gtm",0,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H2_1",1,2014-12-29
"585","Prevention: Condom distribution","gtm",1384.97364682455,0,"gf",2015-01-01,90,0,"hiv","fpm_budget","H2_1",1,2015-03-31
"586","Prevention: Condom distribution","gtm",7891.848219917,0,"gf",2015-04-01,90,0,"hiv","fpm_budget","H2_1",1,2015-06-29
"587","Prevention: Condom distribution","gtm",312760,0,"gf",2015-07-01,90,0,"hiv","fpm_budget","H2_1",1,2015-09-28
"588","Prevention: Condom distribution","gtm",0,0,"gf",2015-10-01,90,0,"hiv","fpm_budget","H2_1",1,2015-12-29
"589","Prevention: Condom distribution","gtm",0,0,"gf",2016-01-01,90,0,"hiv","fpm_budget","H2_1",1,2016-03-30
"590","Prevention: Condom distribution","gtm",216124.48,0,"gf",2016-04-01,90,0,"hiv","fpm_budget","H2_1",1,2016-06-29
"591","Prevention: Condom distribution","gtm",0,0,"gf",2016-07-01,90,0,"hiv","fpm_budget","H2_1",1,2016-09-28
"592","Prevention: Condom distribution","gtm",0,0,"gf",2010-10-01,90,0,"hiv","fpm_budget","H2_1",1,2010-12-29
"593","Prevention: Condom distribution","gtm",47088.5,0,"gf",2011-01-01,90,0,"hiv","fpm_budget","H2_1",1,2011-03-31
"594","Prevention: Condom distribution","gtm",47088.5,0,"gf",2011-04-01,90,0,"hiv","fpm_budget","H2_1",1,2011-06-29
"595","Prevention: Condom distribution","gtm",47088.5,0,"gf",2011-07-01,90,0,"hiv","fpm_budget","H2_1",1,2011-09-28
"596","Prevention: Condom distribution","gtm",27103.9,0,"gf",2011-10-01,90,0,"hiv","fpm_budget","H2_1",1,2011-12-29
"597","Prevention: Condom distribution","gtm",27103.9,0,"gf",2012-01-01,90,0,"hiv","fpm_budget","H2_1",1,2012-03-30
"598","Prevention: Condom distribution","gtm",27103.9,0,"gf",2012-04-01,90,0,"hiv","fpm_budget","H2_1",1,2012-06-29
"599","Prevention: Condom distribution","gtm",27103.9,0,"gf",2012-07-01,90,0,"hiv","fpm_budget","H2_1",1,2012-09-28
"600","Prevention: Condom distribution","gtm",19671.9,0,"gf",2012-10-01,90,0,"hiv","fpm_budget","H2_1",1,2012-12-29
"601","Prevention: Condom distribution","gtm",19671.9,0,"gf",2013-01-01,90,0,"hiv","fpm_budget","H2_1",1,2013-03-31
"602","Prevention: Condom distribution","gtm",19671.9,0,"gf",2013-04-01,90,0,"hiv","fpm_budget","H2_1",1,2013-06-29
"603","Prevention: Condom distribution","gtm",19671.9,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","H2_1",1,2013-09-28
"604","Prevention: Condom distribution","gtm",27719.2,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H2_1",1,2013-12-29
"605","Prevention: Condom distribution","gtm",27213.8,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H2_1",1,2014-03-31
"606","Prevention: Insecticide-treated nets (ITNs)","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M2_1",1,2011-06-29
"607","Prevention: Insecticide-treated nets (ITNs)","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M2_1",1,2011-06-29
"608","Prevention: Insecticide-treated nets (ITNs)","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M2_1",1,2011-09-28
"609","Prevention: Insecticide-treated nets (ITNs)","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M2_1",1,2011-09-28
"610","Prevention: Insecticide-treated nets (ITNs)","gtm",5438317,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M2_1",1,2011-12-29
"611","Prevention: Insecticide-treated nets (ITNs)","gtm",5438317,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M2_1",1,2011-12-29
"612","Prevention: Insecticide-treated nets (ITNs)","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M2_1",1,2012-03-30
"613","Prevention: Insecticide-treated nets (ITNs)","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M2_1",1,2012-03-30
"614","Prevention: Insecticide-treated nets (ITNs)","gtm",0,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M2_1",1,2012-06-29
"615","Prevention: Insecticide-treated nets (ITNs)","gtm",0,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M2_1",1,2012-06-29
"616","Prevention: Insecticide-treated nets (ITNs)","gtm",20810.8,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M2_1",1,2012-09-28
"617","Prevention: Insecticide-treated nets (ITNs)","gtm",20810.8,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M2_1",1,2012-09-28
"618","Prevention: Insecticide-treated nets (ITNs)","gtm",16042.7,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M2_1",1,2012-12-29
"619","Prevention: Insecticide-treated nets (ITNs)","gtm",16042.7,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M2_1",1,2012-12-29
"620","Prevention: Insecticide-treated nets (ITNs)","gtm",16330.4,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M2_1",1,2013-03-31
"621","Prevention: Insecticide-treated nets (ITNs)","gtm",16330.4,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M2_1",1,2013-03-31
"622","Prevention: Insecticide-treated nets (ITNs)","gtm",21077,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M2_1",1,2013-06-29
"623","Prevention: Insecticide-treated nets (ITNs)","gtm",21077,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M2_1",1,2013-06-29
"624","Prevention: Insecticide-treated nets (ITNs)","gtm",5525.04,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M2_1",1,2013-09-28
"625","Prevention: Insecticide-treated nets (ITNs)","gtm",5525.04,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M2_1",1,2013-09-28
"626","Prevention: Insecticide-treated nets (ITNs)","gtm",8772.28,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M2_1",1,2013-12-29
"627","Prevention: Insecticide-treated nets (ITNs)","gtm",8772.28,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M2_1",1,2013-12-29
"628","Prevention: Insecticide-treated nets (ITNs)","gtm",4445.53,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M2_1",1,2014-03-31
"629","Prevention: Insecticide-treated nets (ITNs)","gtm",4445.53,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M2_1",1,2014-03-31
"630","Prevention: PMTCT","gtm",0,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H2_2",1,2014-06-29
"631","Prevention: PMTCT","gtm",0,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H2_2",1,2014-09-28
"632","Prevention: PMTCT","gtm",0,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H2_2",1,2014-12-29
"633","Prevention: PMTCT","gtm",0,0,"gf",2015-01-01,90,0,"hiv","fpm_budget","H2_2",1,2015-03-31
"634","Prevention: PMTCT","gtm",0,0,"gf",2015-04-01,90,0,"hiv","fpm_budget","H2_2",1,2015-06-29
"635","Prevention: PMTCT","gtm",0,0,"gf",2015-07-01,90,0,"hiv","fpm_budget","H2_2",1,2015-09-28
"636","Prevention: PMTCT","gtm",0,0,"gf",2015-10-01,90,0,"hiv","fpm_budget","H2_2",1,2015-12-29
"637","Prevention: PMTCT","gtm",0,0,"gf",2016-01-01,90,0,"hiv","fpm_budget","H2_2",1,2016-03-30
"638","Prevention: PMTCT","gtm",0,0,"gf",2016-04-01,90,0,"hiv","fpm_budget","H2_2",1,2016-06-29
"639","Prevention: PMTCT","gtm",0,0,"gf",2016-07-01,90,0,"hiv","fpm_budget","H2_2",1,2016-09-28
"640","Prevention: PMTCT","gtm",NA,0,"gf",2016-10-01,90,0,"hiv","fpm_budget","H2_2",1,2016-12-29
"641","Prevention: PMTCT","gtm",46335.8981283669,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H2_2",1,2013-12-29
"642","Prevention: PMTCT","gtm",3008.08143224626,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H2_2",1,2014-03-31
"643","Prevention: PMTCT","gtm",8900.09403528418,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H2_2",1,2014-06-29
"644","Prevention: PMTCT","gtm",14136.5108812301,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H2_2",1,2014-09-28
"645","Prevention: PMTCT","gtm",31451.1647678871,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H2_2",1,2014-12-29
"646","Prevention: PMTCT","gtm",18391.7223914973,0,"gf",2015-01-01,90,0,"hiv","fpm_budget","H2_2",1,2015-03-31
"647","Prevention: PMTCT","gtm",18570.4979208375,0,"gf",2015-04-01,90,0,"hiv","fpm_budget","H2_2",1,2015-06-29
"648","Prevention: PMTCT","gtm",11533.9030731877,0,"gf",2015-07-01,90,0,"hiv","fpm_budget","H2_2",1,2015-09-28
"649","Prevention: PMTCT","gtm",0,0,"gf",2015-10-01,90,0,"hiv","fpm_budget","H2_2",1,2015-12-29
"650","Prevention: PMTCT","gtm",-0.00113847278691992,0,"gf",2016-01-01,90,0,"hiv","fpm_budget","H2_2",1,2016-03-30
"651","Prevention: PMTCT","gtm",8775,0,"gf",2016-04-01,90,0,"hiv","fpm_budget","H2_2",1,2016-06-29
"652","Prevention: PMTCT","gtm",80110.96,0,"gf",2016-07-01,90,0,"hiv","fpm_budget","H2_2",1,2016-09-28
"653","Prevention: PMTCT","gtm",0,0,"gf",2010-10-01,90,0,"hiv","fpm_budget","H2_2",1,2010-12-29
"654","Prevention: PMTCT","gtm",136819,0,"gf",2011-01-01,90,0,"hiv","fpm_budget","H2_2",1,2011-03-31
"655","Prevention: PMTCT","gtm",148941,0,"gf",2011-04-01,90,0,"hiv","fpm_budget","H2_2",1,2011-06-29
"656","Prevention: PMTCT","gtm",148941,0,"gf",2011-07-01,90,0,"hiv","fpm_budget","H2_2",1,2011-09-28
"657","Prevention: PMTCT","gtm",153973,0,"gf",2011-10-01,90,0,"hiv","fpm_budget","H2_2",1,2011-12-29
"658","Prevention: PMTCT","gtm",152973,0,"gf",2012-01-01,90,0,"hiv","fpm_budget","H2_2",1,2012-03-30
"659","Prevention: PMTCT","gtm",152973,0,"gf",2012-04-01,90,0,"hiv","fpm_budget","H2_2",1,2012-06-29
"660","Prevention: PMTCT","gtm",155598,0,"gf",2012-07-01,90,0,"hiv","fpm_budget","H2_2",1,2012-09-28
"661","Prevention: PMTCT","gtm",160751,0,"gf",2012-10-01,90,0,"hiv","fpm_budget","H2_2",1,2012-12-29
"662","Prevention: PMTCT","gtm",159751,0,"gf",2013-01-01,90,0,"hiv","fpm_budget","H2_2",1,2013-03-31
"663","Prevention: PMTCT","gtm",159751,0,"gf",2013-04-01,90,0,"hiv","fpm_budget","H2_2",1,2013-06-29
"664","Prevention: PMTCT","gtm",159751,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","H2_2",1,2013-09-28
"665","Prevention: PMTCT","gtm",142680,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H2_2",1,2013-12-29
"666","Prevention: PMTCT","gtm",140078,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H2_2",1,2014-03-31
"667","Prevention: STI diagnosis and treatment","gtm",68580,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H1_2",0.5,2014-06-29
"668","Prevention: STI diagnosis and treatment","gtm",68580,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H3",0.5,2014-06-29
"669","Prevention: STI diagnosis and treatment","gtm",68580,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H1_2",0.5,2014-09-28
"670","Prevention: STI diagnosis and treatment","gtm",68580,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H3",0.5,2014-09-28
"671","Prevention: STI diagnosis and treatment","gtm",68580,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H1_2",0.5,2014-12-29
"672","Prevention: STI diagnosis and treatment","gtm",68580,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H3",0.5,2014-12-29
"673","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-01-01,90,0,"hiv","fpm_budget","H1_2",0.5,2015-03-31
"674","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-01-01,90,0,"hiv","fpm_budget","H3",0.5,2015-03-31
"675","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-04-01,90,0,"hiv","fpm_budget","H1_2",0.5,2015-06-29
"676","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-04-01,90,0,"hiv","fpm_budget","H3",0.5,2015-06-29
"677","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-07-01,90,0,"hiv","fpm_budget","H1_2",0.5,2015-09-28
"678","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-07-01,90,0,"hiv","fpm_budget","H3",0.5,2015-09-28
"679","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-10-01,90,0,"hiv","fpm_budget","H1_2",0.5,2015-12-29
"680","Prevention: STI diagnosis and treatment","gtm",73836.5,0,"gf",2015-10-01,90,0,"hiv","fpm_budget","H3",0.5,2015-12-29
"681","Prevention: STI diagnosis and treatment","gtm",49583.7458064516,0,"gf",2016-01-01,90,0,"hiv","fpm_budget","H1_2",0.5,2016-03-30
"682","Prevention: STI diagnosis and treatment","gtm",49583.7458064516,0,"gf",2016-01-01,90,0,"hiv","fpm_budget","H3",0.5,2016-03-30
"683","Prevention: STI diagnosis and treatment","gtm",49583.7458064516,0,"gf",2016-04-01,90,0,"hiv","fpm_budget","H1_2",0.5,2016-06-29
"684","Prevention: STI diagnosis and treatment","gtm",49583.7458064516,0,"gf",2016-04-01,90,0,"hiv","fpm_budget","H3",0.5,2016-06-29
"685","Prevention: STI diagnosis and treatment","gtm",47103.4877419355,0,"gf",2016-07-01,90,0,"hiv","fpm_budget","H1_2",0.5,2016-09-28
"686","Prevention: STI diagnosis and treatment","gtm",47103.4877419355,0,"gf",2016-07-01,90,0,"hiv","fpm_budget","H3",0.5,2016-09-28
"687","Prevention: STI diagnosis and treatment","gtm",NA,0,"gf",2016-10-01,90,0,"hiv","fpm_budget","H1_2",0.5,2016-12-29
"688","Prevention: STI diagnosis and treatment","gtm",NA,0,"gf",2016-10-01,90,0,"hiv","fpm_budget","H3",0.5,2016-12-29
